ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
B285,Klallam,47.95,-123.55,clal1241,Clallam (B285),xd1075,Clallum,1860,,,47.95,-123.55,Original,,Northwestern U.S.A.
B270,Puyallup,47.11,-122.04,sout2965,Puyallup (B270),xd1076,,1870,,,47.11,-122.04,Original,,Northwestern U.S.A.
B284,Quileute,47.77,-124.14,quil1240,Quileute (B284),xd1077,,1880,,,47.77,-124.14,Original,,Northwestern U.S.A.
B274,Lower Chinook,46.06,-123.75,chin1286,Chinook (B274),xd1078,Chinook,1850,Chinookans of the Lower Columbia River (NR06),NR06,46.06,-123.75,Original,,Northwestern U.S.A.
B271,Twana,47.55,-123.16,twan1247,Twana (B271),xd1079,,1850,,,47.55,-123.16,Original,,Northwestern U.S.A.
B281,Tillamook,45.4,-123.82,till1254,Tillamook (B281),xd1080,Nehalem,1880,,,45.4,-123.82,Original,,Northwestern U.S.A.
B275,Coos,43.43,-124.11,coos1249,Coos (B275),xd1081,,1860,,,43.43,-124.11,Original,,Northwestern U.S.A.
B292,South Tlingit,57,-133.59,tlin1245,Tlingit (B292),xd1082,Kolosh; Southern Tlingit,1880,Tlingit (NA12),NA12,57,-133.59,Original,"Note northern and southern tlingit considered distinct dialects of tli by some, but no codes available in Glottolog.",Subarctic America
B283,Heiltsuk,52.87,-127.87,bell1263,Bella-Bella (B283),xd1083,Bellabella; Bella Bella,1880,,,52.87,-127.87,Original,,Western Canada
B286,Makah,48.22,-124.58,maka1318,Makah (B286),xd1084,,1860,Nootka (NE11),NE11,48.22,-124.58,Original,,Northwestern U.S.A.
B278,Quinault,47.38,-123.82,quin1251,Quinault (B278),xd1085,,1860,Quinault (NR17),NR17,47.38,-123.82,Original,,Northwestern U.S.A.
B280,Cowichan,48.41,-123.64,cowi1241,Cowichan (B280),xd1086,Hul'q'umi'num Mustimuhw,1880,,,48.41,-123.64,Original,,Western Canada
B279,Stó:lō,49.23,-122.7,chil1281,Stalo (B279),xd1087,Stalo; Halkomelem; Fraser River Cowichan,1880,,,49.23,-122.7,Original,,Western Canada
B269,Alsea,44.42,-123.84,alse1251,Alsea (B269),xd1088,,1860,,,44.42,-123.84,Original,,Northwestern U.S.A.
B288,Kwakwaka'wakw,50.42,-126.67,kwak1269,Kwakiutl (B288),xd1090,Southern Kwakiutl; Kwagu'ł; Kwagyewlth,1890,,,50.42,-126.67,Original,,Western Canada
B176,Takelma,42.44,-123.48,take1257,Tekelma (B176),xd1091,Rogue River Indians; Tekelma,1860,,,42.44,-123.48,Original,,Northwestern U.S.A.
B181,Tututni,42.61,-124.04,tutu1242,Tututni (B181),xd1092,,1870,,,42.61,-124.04,Original,,Northwestern U.S.A.
B179,Shasta,41.62,-122.7,shas1239,Shasta (B179),xd1093,,1860,,,41.62,-122.7,Original,,Southwestern U.S.A.
B162,Chimariko,40.85,-123.3,chim1301,Chimariko (B162),xd1094,,1860,,,40.85,-123.3,Original,,Southwestern U.S.A.
B182,Karuk,41.58,-123.47,karo1304,Karok (B182),xd1095,Karok,1860,,,41.58,-123.47,Original,,Southwestern U.S.A.
B180,Hupa,40.93,-123.61,hupa1239,Hupa (B180),xd1096,,1860,,,40.93,-123.61,Original,,Southwestern U.S.A.
B184,Wiyot,40.75,-124.14,wiyo1248,Wiyot (B184),xd1097,,1860,,,40.75,-124.14,Original,,Southwestern U.S.A.
B167,Lassik,40.18,-123.16,wail1244,Lassik (B167),xd1098,,1870,,,40.18,-123.16,Original,"Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers",Southwestern U.S.A.
B169,Mattole-Bear River,40.17,-124.04,matt1238,Mattole (B169),xd1099,Mattole; Bear River,1920,,,40.17,-124.04,Original,,Southwestern U.S.A.
B166,Sinkyone,40.1,-123.96,wail1244,Sinkyone (B166),xd1100,,1860,,,40.1,-123.96,Original,"Note, Nongatl, Sinkyone and Lassik considered distinct dialects of wlk by some, but glottolog does not provide dialect identifiers",Southwestern U.S.A.
B186,Yurok,41.4,-123.89,yuro1248,Yurok (B186),xd1101,,1850,Yurok (NS31),NS31,41.4,-123.89,Original,,Southwestern U.S.A.
B295,Eyak,60.48,-144,eyak1241,Eyak (B295),xd1102,dAXunhyuu,1890,,,60.48,-144,Original,,Subarctic America
B178,Tolowa,41.87,-123.92,tolo1259,Tolowa (B178),xd1103,,1870,,,41.87,-123.92,Original,,Southwestern U.S.A.
B289,Tsimshian,54,-129.58,nucl1649,Tsimshim (B289),xd1104,Ts’msyan,1880,,,54,-129.58,Original,,Western Canada
B287,Haisla,53.5,-128.42,hais1244,Haisla (B287),xd1105,Kitimat,1880,,,53.5,-128.42,Original,,Western Canada
B291,Nuxalk,52.32,-126.58,bell1243,Bella-Coola (B291),xd1106,Nuxalkmc; Bellacoola; Bilqula; Bella Coola,1880,Nuxalk (NE06),NE06,52.32,-126.58,Original,,Western Canada
B153,Nomlaki,40,-122.56,noml1242,Nomlaki (B153),xd1107,Central Wintun,1850,,,40,-122.56,Original,Changed 15Nov2016 to differentiate Nomlaki from Wintu,Southwestern U.S.A.
B187,Achumawi,41.32,-121.19,achu1247,Achomawi (B187),xd1108,Achomawi,1860,,,41.32,-121.19,Original,,Southwestern U.S.A.
B174,Yana,40.38,-122.89,yana1271,Northern Yana (B174),xd1109,Nozi,1860,,,40.38,-122.89,Original,,Southwestern U.S.A.
B185,Maidu,40.28,-120.56,nort2952,Mountain Maidu (B185),xd1110,Pujunan,1850,,,40.28,-120.56,Original,,Southwestern U.S.A.
B163,Nisenan,39.03,-121.15,nise1244,Nisenan (B163),xd1111,Southern Maidu; Nisenan Southern Maidu,1850,,,39.03,-121.15,Original,,Southwestern U.S.A.
B160,Wintu,40.9,-122.35,nucl1651,Wintu (B160),xd1112,Northern Wintu,1860,,,40.9,-122.35,Original,Changed 15Nov2016 to differentiate Nomlaki from Wintu,Southwestern U.S.A.
B177,Coast Yuki,39.64,-123.74,yuki1243,Coast Yuki (B177),xd1113,,1860,Yuki (NS30),NS30,39.64,-123.74,Original,,Southwestern U.S.A.
B173,Northern Pomo,39.34,-123.29,nort2966,Nothern Pomo (B173),xd1115,,1860,Pomo (NS18),NS18,39.34,-123.29,Original,,Southwestern U.S.A.
B158,Eastern Pomo,39.03,-122.94,east2545,Eastern Pomo (B158),xd1116,,1860,Pomo (NS18),NS18,39.03,-122.94,Original,,Southwestern U.S.A.
B159,Clear Lake Pomo,39.12,-122.94,east2545,Clear Lake Pomo (B159),xd1116,Eastern Pomo,1860,Pomo (NS18),NS18,39.12,-122.94,Original,,Southwestern U.S.A.
B152,Tübalulabal,36,-118.32,tuba1278,Tubatulabal (B152),xd1118,Tubatulabal,1850,Tubatulabal (NS22),NS22,36,-118.32,Original,,Southwestern U.S.A.
B172,Wappo,38.59,-122.54,wapp1239,Wappo (B172),xd1119,,1860,,,38.59,-122.54,Original,,Southwestern U.S.A.
B170,Lake Miwok,38.79,-122.48,lake1258,Lake Miwok (B170),xd1120,,1900,,,38.79,-122.48,Original,,Southwestern U.S.A.
B155,Patwin,39.08,-122.05,patw1250,Patwin (B155),xd1121,Southern Wintun,1850,,,39.08,-122.05,Original,,Southwestern U.S.A.
B157,Western Mono,36.6,-117.08,mono1275,Monache (B157),xd1122,Monachi; Western Mono; Monache,1870,,,36.6,-117.08,Original,,Southwestern U.S.A.
B148,Southern Valley Yokuts,36,-119.83,vall1251,Lake Yokuts (B148),xd1123,Lake Yokuts; Tachi Yokuts; Chunut Yokuts,1860,Yokuts (NS29),NS29,36,-119.83,Original,,Southwestern U.S.A.
B151,Wukchumni,36.45,-118.96,tule1245,Wukchumi (B151),xd1124,Central Foothills Yokuts,1860,Yokuts (NS29),NS29,36.45,-118.96,Original,,Southwestern U.S.A.
B164,Salinan,35.47,-120.84,sali1253,Salinan (B164),xd1125,,1805,,,35.47,-120.84,Original,,Southwestern U.S.A.
B199,Kawaiisu,35.37,-118,kawa1283,Kawaiisu Shoshoni (B199),xd1126,Kawaiisu Shoshoni,1860,,,35.37,-118,Original,,Southwestern U.S.A.
B161,Chumash,34.63,-119.6,cruz1243,Chumash (B161),xd1127,,1860,,,34.63,-119.6,Original,,Southwestern U.S.A.
B156,Tongva,34,-118,tong1329,Gabrieleno (B156),xd1128,Gabrielo; Gabrielino; Gabrieleno,1770,,,34,-118,Original,,Southwestern U.S.A.
B154,Northern Foothills Yokuts,37.44,-120.44,nort2937,Yokuts (northern foothill) (B154),xd1129,Northern Foothill Yokuts,1850,Yokuts (NS29),NS29,37.44,-120.44,Original,,Southwestern U.S.A.
B149,Serrano,34.52,-117,serr1255,Serrano (B149),xd1130,,1870,,,34.52,-117,Original,,Southwestern U.S.A.
B144,Cahuilla (Desert),33.59,-116.24,cahu1264,Cahuilla (B144),xd1131,Desert Cahuilla,1870,,,33.59,-116.24,Original,"Note, three Cahuilla Dialects (Mountain, Pass, Desert) are recognized by some, but Glottolog does not list any dialects",Southwestern U.S.A.
B145,Cupeño,33.26,-116.59,cupe1243,Cupeno (B145),xd1132,Kuupangaxwichem; Cupeno,1870,,,33.26,-116.59,Original,,Southwestern U.S.A.
B150,Luiseño,33.42,-117.3,luis1253,Luiseno (B150),xd1133,Payómkawichum; Luiseno,1860,,,33.42,-117.3,Original,,Southwestern U.S.A.
B146,Kiliwa,31.44,-115.25,kili1268,Kiliwa (B146),xd1134,K'olew,1880,,,31.44,-115.25,Original,,Mexico
B183,Atsugewi,40.75,-121.12,atsu1245,Atsugewi (B183),xd1135,,1860,,,40.75,-121.12,Original,,Southwestern U.S.A.
B175,Central Sierra Miwok,38,-119.77,cent2140,Sierra Miwok (B175),xd1136,Miwok,1850,,,38,-119.77,Original,,Southwestern U.S.A.
B147,Kumeyaay,32.44,-116.49,kumi1248,Diegueno (B147),xd1137,Diegueño; Diegueno,1850,,,32.44,-116.49,Original,"Note, previously tipa1240 but changed by non-KK DPLACE editor in early 2016 (before 8April2016)",Mexico
B171,Yuki,39.7,-123.15,yuki1243,Yuki (B171),xd1138,,1850,Yuki (NS30),NS30,39.7,-123.15,Original,,Southwestern U.S.A.
B189,Klamath,42.62,-121.5,klam1254,Klamath (B189),xd1139,,1860,Klamath (NR10),NR10,42.62,-121.5,Original,,Northwestern U.S.A.
B188,Modoc,42,-121.31,klam1254,Modoc (B188),xd1140,,1860,,,42,-121.31,Original,,Northwestern U.S.A.
B315,Tenino,45.59,-120.45,teni1238,Tenino (B315),xd1141,Warmsprings Sahaptin; Yenino,1850,,,45.59,-120.45,Original,,Northwestern U.S.A.
B325,Nlaka'pamux,51.26,-121.75,thom1243,Thompson (B325),xd1142,Thompson; Nitlakapamuk; Thompson River Salish,1860,,,51.26,-121.75,Original,,Western Canada
B333,Shuswap,53.41,-119.53,shus1248,Shuswap (B333),xd1143,Secwepemc,1850,,,53.41,-119.53,Original,,Western Canada
B330,Bitterroot Salish,46.28,-113.26,kali1309,Flathead (B330),xd1144,Salish; Flathead,1860,Southeast (NR19),NR19,46.28,-113.26,Original,,Northwestern U.S.A.
B326,Kalispel,47.94,-115.67,kali1309,Kalispel (B326),xd1145,,1870,Southeast (NR19),NR19,47.94,-115.67,Original,,Northwestern U.S.A.
B320,Coeur d’Alene,47.42,-116.34,coeu1236,Coeur d'Alene (B320),xd1146,Schitsu'umsh; Skitswish,1860,Southeast (NR19),NR19,47.42,-116.34,Original,,Northwestern U.S.A.
B321,Sinkaitk,48.78,-119.56,sout2963,Sinkaietk (B321),xd1147,Southern Okanagon,1880,Southeast (NR19),NR19,48.78,-119.56,Original,,Northwestern U.S.A.
B317,Wenatchi,47.41,-120.31,wena1241,Wenatchi (B317),xd1148,,1870,,,47.41,-120.31,Original,,Northwestern U.S.A.
B318,Klikitat,46.33,-120.27,nucl1237,Yakima (B318),xd1149,Yakima,1880,,,46.33,-120.27,Original,,Northwestern U.S.A.
B319,Wishram,45.72,-121.13,wasc1239,Wishram (B319),xd1150,,1860,,,45.72,-121.13,Original,,Northwestern U.S.A.
B316,Umatilla,45.49,-119.94,umat1237,Umatilla (B316),xd1151,,1860,,,45.49,-119.94,Original,,Northwestern U.S.A.
B222,Southern Ute,37.67,-109,utee1244,Southern Ute (Wimonantci Ute) (B222),xd1152,Wimonuntci; Weminute; Wimonantci Ute,1860,Ute (NT19),NT19,37.67,-109,Original,,Northwestern U.S.A.
B324,Nez Perce,46.25,-116.46,nezp1238,Nez Perce (B324),xd1153,Nimi'ipuu; Sahaptin,1850,,,46.25,-116.46,Original,,Northwestern U.S.A.
B231,Wadadokado,43.25,-119.14,nort1551,Wadadokado Paiute (B231),xd1155,Paiute; Northern Paiute,1870,Northern Paiute (NR13),NR13,43.25,-119.14,Original,,Northwestern U.S.A.
B226,Kidutokado,41.5,-120.06,nort1551,Kidutokado (Surprise Valley Paiute) (B226),xd1157,Gididika; Surprise Valley Paiute,1870,Northern Paiute (NR13),NR13,41.5,-120.06,Original,,Southwestern U.S.A.
B208,Kuyuidokado,40,-119.6,sout2967,Kuyuidokado (Pyramid Lake Paiute) (B208),xd1160,Pyramid Lake Paiute,1860,Northern Paiute (NR13),NR13,40,-119.6,Original,,Southwestern U.S.A.
B210,Toedokado,40.12,-118.37,sout2967,Cattail Paiute (B210),xd1161,Stillwater Paiute; Cattail Paiute,1870,,,40.12,-118.37,Original,,Southwestern U.S.A.
B206,Tunava (Deep Springs),37.28,-118,mono1275,Deep Springs Paiute (B206),xd1162,Deep Springs Valley Paiute,1860,,,37.28,-118,Original,,Southwestern U.S.A.
B211,Tunava (Fish Lake),37.69,-118.14,mono1275,Fish Lake Paiute (B211),xd1162,Fish Lake Valley Paiute,1860,,,37.69,-118.14,Original,,Southwestern U.S.A.
B202,Eastern Mono,36.88,-118.18,mono1275,Owens Valley Paiute (Eastern Mono) (B202),xd1164,Owens Valley Paiute; Eastern Mono,1870,,,36.88,-118.18,Original,,Southwestern U.S.A.
B197,Koso,36.12,-117.7,pana1305,Koso Mountain Shoshoni (B197),xd1165,Western Panamint; Koso Mountain Shoshoni; Little Lake Shoshoni,1860,Western (NT22),NT22,36.12,-117.7,Original,,Southwestern U.S.A.
